base_scenario,islands_num,migration,migration_batch,migration_freq,probCXcrossover,probMutateInverse,probMutateShift,probMutateSwap,probNothing,probOXcrossover,probPMXcrossover,release,reproduction,succession
xtab55T1,4.119011,Roulette,0.114943534,178.41231,0.26270416,0.002348666,0.20904125,0.11816546,0.12188959,0.0173814,0.27711332,Threshold,Threshold,NoElitism
xtab60N1,4.973032,NonlinearRank,0.14357871,208.21869,0.20955557,0.16677497,0.02960515,0.12734987,0.19235191,0.10922345,0.15276663,Tournament,Threshold,NoElitism
xtab60T1,6.8969374,Threshold,0.32183003,206.45598,0.15257739,0.049859483,0.13681298,0.21197167,0.128803,0.20451587,0.11650532,Tournament,Roulette,SteadyState
xtab65N1,9.670482,Threshold,0.31592256,139.8594,0.05829054,0.038382202,0.22580078,0.28201318,0.18312994,0.14716735,0.055988014,Threshold,Tournament,NoElitism
xtab65T1,2.217855,NonlinearRank,0.36350104,494.69907,0.27539954,0.10691796,0.085893475,0.14739682,0.09448385,0.08812283,0.20546693,NonlinearRank,Threshold,NoElitism
xtab70N1,2.1433911,Threshold,0.04488698,99.787575,0.21142425,0.101911835,0.16200413,0.14651135,0.16089553,0.024679143,0.1908354,Tournament,Threshold,NoElitism
xtab70T1,2.308714,Threshold,0.3140894,454.7558,0.20878516,0.17533977,0.007029011,0.15349331,0.18096966,0.03291591,0.22242185,Roulette,Threshold,NoElitism
xtab75N1,2.1521897,Roulette,0.18790185,188.69128,0.29969987,0.08606116,0.12220218,0.08129882,0.06831263,0.016306331,0.3186887,Tournament,Threshold,NoElitism
xtab75T1,3.1979425,Roulette,0.23901804,383.7062,0.20297784,0.1717432,0.055144053,0.18802628,0.15641333,0.012002409,0.21403593,Threshold,Threshold,NoElitism
xtab80N1,5.829783,Roulette,0.28458738,323.233,0.17350274,0.00078862975,0.069687136,0.26393148,0.11572224,0.25923765,0.13286237,Threshold,Threshold,SteadyState
xtab80T1,6.8970904,LinearRank,0.26023126,68.330956,0.08813459,0.18024872,0.14608614,0.29686,0.24643321,0.010021433,0.02336928,Tournament,Threshold,SteadyState
xtab85N1,8.7672205,Roulette,0.09305979,308.2374,0.23046304,0.086415306,0.19843225,0.40870366,0.009689634,0.012493702,0.0941524,Threshold,Threshold,SteadyState
xtab85T1,7.7784305,Threshold,0.3511268,93.14099,0.20207824,0.19690092,0.16296577,0.075249776,0.059346475,0.27631655,0.03567566,Tournament,Tournament,NoElitism
xtab90N1,8.708287,Threshold,0.07443469,50.965282,0.20660627,0.091784514,0.15922917,0.13604568,0.11918515,0.22774324,0.061183583,Tournament,Tournament,SteadyState
xtab90T1,2.1871,NonlinearRank,0.34046298,495.2408,0.28278083,0.10060263,0.09190288,0.11816462,0.10361176,0.09696891,0.20229805,NonlinearRank,Threshold,NoElitism
xtab95N1,2.1938095,LinearRank,0.12444315,490.635,0.2640758,0.04747876,0.030214194,0.15775348,0.1301298,0.14759095,0.23033978,LinearRank,Threshold,NoElitism
xtab95T1,3.2647905,Roulette,0.35281852,390.16843,0.31475592,0.11286347,0.05839576,0.11043548,0.05944827,0.052304707,0.28429237,Threshold,Threshold,NoElitism
